X1,X2,X3
0.0,0.0,0.0
0.4397230306455159,1.1134965411073665,8.776156330922554
0.6086850505684647,1.44972659806841,10.87597829535497
0.9277816394538303,2.0807041754172304,8.6595011455489
1.553885341995981,2.3998121270573822,4.313365007434324
1.5113559486634627,2.3974826875523276,1.1240100656106469
2.0270923197339052,2.8456417138070518,0.8650031672053776
1.8216125784930175,2.882001981127582,-2.0072316932136753
1.9137346759559566,2.7712923634864457,-1.3390120314759058
1.8567893700889433,2.997467394493199,-0.9277881191560607
1.893137213075358,3.0988371047886467,-0.3080388821822223
1.5531613009375331,2.82343173756211,-0.42623460768165145
1.4331710336384118,2.4999644646945582,0.10761113230969385
1.1622643587118915,2.6732275747237106,0.36372194536475383
0.8695703678188891,2.222698095066143,1.1188165648828972
0.44203012940437714,2.6842398244991528,0.46198101743920256
-0.16715755074975558,2.8382461716337257,0.26466441257503986
-0.2869870187143472,2.498555396754891,0.2847590000360852
-0.5185741269516224,2.2032618262635193,0.27121991592099065
-0.9466790171905133,1.924701548833748,-0.617890739287857
-1.4512554968240263,2.34184902558678,0.4379760879500151
-1.5230924455115586,2.246404868864424,0.36488746454474663
-1.5131758296824926,1.0934108028771885,1.6675676224013647
-2.053776798237691,1.5102341255048652,3.4408316207407026
-2.119611132733161,1.339658760227241,3.7329470412750965
-1.7874564428904505,1.5445201638741701,5.950064414690169
-1.717509423111091,1.2972978127394108,6.298844105652334
-1.4440521927394236,1.2255829864453467,5.266618313594069
-1.3419471387214443,1.5067002888097376,5.694616475521012
-0.9484323854365102,1.6582914491913838,4.259330325888186
-0.6459516316340158,2.340535990446426,4.511835977347854
-0.08920582128840102,1.8084268993533317,3.7386360238811713
0.2548785133070997,1.8358129770934164,2.3612480811777665
0.6299089398938629,1.9304971076256987,3.6813028250743094
1.2353268938393815,1.7062054925757346,1.6743886301293809
1.6090828634451086,2.257925566276769,2.505177431900842
1.5394137687018086,2.7630554201641617,1.6901641158596086
1.5142886120650854,3.020775151178703,2.623088744487896
1.3911845072475821,2.642798877997557,-2.0394876071437698
1.9072262677993044,2.0741802095685027,-1.846726613733451
1.6694972284561258,2.8785676477420576,-1.151099767756786
1.6538540475934005,3.2744306814495543,-1.4813739126267988
1.962104342022771,3.0067941541832166,0.5422383025477434
1.1290975202006226,2.817674786654721,0.9314906978025704
0.9500614656873286,2.038477001773974,0.36537938422671606
0.3631293610729507,2.1063715348755867,0.7199848501974454
0.034294458083319004,2.054928419355147,1.4808281827349632
-0.36362157656604815,1.8447017904681353,2.554709241203677
-0.9179959135774712,1.3518640450419763,1.54971047647014
-1.3438503549305965,1.444308405544769,5.282319655066779
-1.822976954757244,1.2366175010856602,4.703163236919874
-2.019554152488764,1.053897452191704,7.129665266721999
-2.1147051735769264,1.2358292955618813,7.028034581291934
-2.3135444840026653,1.3111562250535476,8.510643526958226
-2.0374819854321036,1.258729540738028,7.155023966465568
-1.7881041727824978,1.7797595006334408,7.453788798612934
-1.4412413516335683,1.533670056817455,6.064425106459259
-1.4014510110991885,1.5456117073842988,5.680880871678592
-1.16047346493116,1.298555694086465,5.456710968809293
-0.6194194983871901,1.7545005949012094,6.204139262048254
-0.37233206130819924,1.4079625924668209,2.2463734071341595
-0.017042109596925654,1.8293808537665903,3.65463826743684
0.4788458479327412,1.830373626867265,3.320579236381801
0.9277161790420748,2.338944094457841,4.720462865270215
1.3303684976893648,2.519480537837638,1.2193941732249005
1.488119678485959,2.8558579979411807,0.6075049069730708
1.5131317761557606,2.7491319791367275,2.2226841745370183
1.7388865549077948,2.458877076846567,2.5177476902895166
1.6546162598808734,2.506333704912242,2.992789305385703
2.0633059361641743,2.898584813938102,2.786446262425273
1.4803489769341007,3.1688589781420924,1.325602034617713
1.6402377498557061,2.990979668124637,0.8751876947869952
1.64656365871632,2.961563082727927,1.9316874685587306
1.3772899204812739,2.890046808442293,2.350179281994704
1.0374317358101997,2.345241422791529,0.14685603620277266
0.39182339587226944,2.118435597389297,1.1188555487670082
-0.05846969960189604,1.882081008074389,1.9164651720665589
-0.13750047168989094,2.345314409889405,0.9670521848513016
