X1,X2,X3,X4,X5,X6,X7,X8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7954093385297933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0655873038490074,0.238622801558938,0.238622801558938,0.0,0.0,0.0,0.0,0.0
1.3497981079343415,0.3901644327920174,0.35875173341266775,0.07158684046768139,0.07158684046768139,0.119311400779469,0.119311400779469,0.0
1.0843236169885384,0.49165063212134297,0.5008064163555568,0.12443522733280932,0.12289779227633613,0.20000134735434033,0.2015432527094695,0.0596557003897345
1.0811453256594796,0.45988574205856786,0.42928012131343757,0.17012200299526511,0.1557718562319332,0.2724217376340664,0.28970917717447564,0.10985618946783401
1.4377053881669477,0.4732410710120296,0.4174111393962047,0.16556704710755105,0.1499704101552364,0.25450212169910325,0.2638854086361162,0.15747261986304434
1.604694953961759,0.5931213032638519,0.516971821227215,0.16507616335271472,0.15406339593430007,0.24074784606016075,0.23962250059190535,0.14976259195963854
1.3108284308854303,0.6238300550096878,0.563905085343583,0.2080984539946787,0.1937788449954418,0.3003143185860033,0.28314863791766887,0.13568262067505954
1.1608553565460915,0.6092453121427532,0.561833788759065,0.22423068894633735,0.19716643343852705,0.32503957131846467,0.322380794413655,0.1628740357672639
0.564344615197475,0.4817001988457726,0.43708905260694914,0.21826152437468724,0.19548738720370246,0.3226990618280645,0.34360863787278906,0.19429118106292767
0.1411250179017707,0.2750081901944419,0.27843112648537693,0.17535873972080834,0.15859613832776093,0.27050265687947794,0.25302279483852214,0.20274038463983768
-0.5255691640763821,0.12168230352832415,0.10376991593848087,0.10718459288303292,0.1000347051834714,0.1724579972660641,0.17334660647526373,0.16546361081607694
-0.5538930665075843,-0.11606151358276387,-0.140328596710163,0.04924698662602647,0.044856376658360494,0.0736519043680176,0.08554773677277418,0.10427740135864537
-1.7500970554392627,-0.19070347067371143,-0.1941366206522363,-0.025256616536868143,-0.030507904064564467,-0.05608768415799562,-0.0600243529365702,0.062344913801884005
-2.3713857563834218,-0.5773587438032987,-0.5611612036546062,-0.06059893633884818,-0.05961943497397488,-0.1041125188058562,-0.10319676908677818,-0.021015681065119248
-1.747749103235909,-0.8669103435836883,-0.8569805529546219,-0.18394276081826802,-0.17903290065918506,-0.30426344966480695,-0.3008116144825492,-0.054888385893881425
-1.9236689882417064,-0.9341367196232282,-0.7048076074630766,-0.27978237657137095,-0.27982000706862065,-0.47033809523162123,-0.4864108362741134,-0.15689197047390196
-2.188808812931941,-0.9184413207495216,-0.7799089065651235,-0.33917508660822737,-0.3011770121976928,-0.41474051523565,-0.42610631522959674,-0.2735834986640556
-1.1661855451158631,-0.8457302252584928,-0.9725112664291851,-0.3239607410887181,-0.29740631990743543,-0.4683246454514939,-0.4360303024293184,-0.2639523019775467
-0.18900233556337148,-0.6124630037285389,-0.5769643330195464,-0.28763074938150934,-0.2854783146232855,-0.55980988613471,-0.5557265817563362,-0.24895513516529644
0.5876017070373463,-0.2259411263559066,-0.20442840608530138,-0.22700850515118612,-0.19931698980866108,-0.35643667141415436,-0.38396396542866507,-0.30540641783094186
0.4035897218553525,0.11836867693719189,0.14308424757649485,-0.09968658639812338,-0.08891001348402006,-0.18228105808681852,-0.16358918497784605,-0.22319748123579802
1.1017724215571478,0.16305082247926256,0.15425486314951214,0.018853411667378313,0.027550770590350236,0.04204958650842074,0.04043019442869133,-0.11080086906404207
1.5637601171399855,0.369258175627879,0.36615788234524677,0.05252938954971793,0.05043025203042983,0.08165795647238396,0.08209847679350558,0.0007160079757993036
2.16353863027509,0.5524689697717846,0.5771683224060623,0.11705898439938292,0.11423992574651946,0.19261667299337976,0.19646876696735446,0.04117844078166318
2.142997812156737,0.7762980719069966,0.7546686202336153,0.18696794675016898,0.17202939826793476,0.32142611077062117,0.3185010123644683,0.10512797370334505
