X1,X2,X3,X4,X5,X6,X7,X8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5748651669004825,-0.20643661902607274,0.17502911560388507,-0.2377607498952784,-0.21109743665696037,0.10115069046315078,-0.18090234724707902,-0.3190620010688315
1.0408097424640672,-0.2874344134108582,0.027018152344774116,-0.029615147982625392,0.0376327208673841,0.6332551000585784,-0.35328380256119124,0.30865544056374933
1.0911951358835714,-0.011708638284143008,-0.6776403286935854,-0.1563405527176544,-0.009103098249396008,-0.05641941042962628,-0.685470086034332,0.11290292352360169
1.4477749781280862,0.542069334540661,-0.801007872484305,-0.023806663955993408,0.14196293624582404,-0.2165195566245459,-0.06379740680710874,-0.5067136302390964
1.556952443033289,0.6212070325313197,-0.9020089061816559,0.09266976829978069,-0.18000440586975197,-0.2732857194321472,0.06361260596735413,-0.15734263561078538
1.9763486217137842,0.7030689893089597,-1.0494317706427394,0.22090073564540633,-0.024004924791352522,-0.5805053355433543,0.33566628276570154,-0.07305722547797369
1.7861396717241849,0.8517569864693898,-1.0904538180932162,-0.08508738595623488,-0.29409413094322734,-0.3696217056496262,0.9077364563035308,-0.13726898146305053
1.5340198904846427,1.0325157853045035,-1.2098015638229782,0.2251429146151622,-0.18025733186763404,-0.6394783978010311,0.8588646067540977,0.5904730403646178
1.2757744712067678,0.660420030302193,-0.5762375279769568,0.42574459429324135,-0.4292775206119108,-0.6020613715065196,0.7181679871055688,0.3482250323789049
0.7360724773051062,0.8314516074465734,-0.5528975241369426,0.19601955469677446,-0.2717774058982856,-0.18601676822776542,0.3640467896692912,0.6526408391480252
0.39053476581824514,0.5397664657051532,-0.5369403394120423,0.11124581006836795,-0.03301055324400029,0.17078703005329415,0.12786306605704656,0.23747319504175385
-0.42584314606291107,0.1517795518230905,-0.2422434336191607,0.0837414215169855,0.0656127963909445,-0.5989217596287468,0.4796706136217129,-0.10265127106472541
-0.977492034698635,0.04119297788830953,0.0894302753157217,0.29979920658160214,-0.10750470794908126,-0.12154114749150706,0.2436275841969773,0.2361685997320906
-1.411037804218825,-0.5773253533246803,0.1431234425101692,0.05979749844023695,-0.03625485462900154,0.24320355784178943,-0.20715457232291828,0.18770895593896605
-1.708068286326283,-0.45854316087220925,0.5755608677821162,-0.14895989802390777,0.07705608425880263,0.15335593760872274,0.1308762641412451,-0.004560534435981839
-1.8099076578679083,-0.561866326291447,0.7790013837328643,-0.0693712294555299,0.09037295390864025,0.2264581574191591,-0.08036989241118525,0.023246099861089102
-1.5206161068231931,-0.8334258530680453,0.813361954311164,0.38180712424620356,-0.12207530429118227,0.6024380114972318,-0.5370527531506406,0.14563545127497998
-1.4489716954434586,-0.7272679731252216,0.7093834170421226,-0.36011510701358856,0.5079948730320203,0.44533538508800474,-0.4917976952552778,0.003900495545154342
-0.9931596364688874,-0.5459582725905515,0.1977170955525428,0.012862686667605872,-0.08176737052408184,0.6872272502713599,-0.8101215099094363,-0.1700739892578977
-0.17423137570629743,-0.6675422704567431,0.7003409674085292,-0.1092691257607519,-0.2058150755484358,0.23135162462842637,-0.2397121682509474,-0.2575184675219532
0.127365848127727,-0.031381009682741046,0.6553832139272961,-0.4669284514738987,0.22595333045820676,0.7491678657784555,-0.34952518940718974,-0.2121259828934109
0.7910506207449567,-0.040588635079559794,0.32900558295941507,0.21652471786678065,0.19418925179668883,0.5132308831356495,-0.5569891342929467,-0.11805334253806245
1.2830562224138016,0.13199969625358496,0.12911721857355418,0.044185064201502484,-0.10704240608394061,0.09977443414607795,-0.1646381414759437,0.2407395752982251
1.5255846504230157,0.183492501990341,-0.390906508905577,0.0642141876945153,0.009006248236209512,0.0035016206918547788,-0.3580617258481346,-0.4025095742549495
1.9982730844502536,1.0211664408656231,-0.2789376702723178,0.11576782195093599,0.13586987155983868,-0.07836015797009666,-0.17065254744539549,-0.21653940247521014
1.879595794776316,1.1237458178345943,-0.8858330332547176,0.14819330759871663,-0.46312881964168606,-0.5927340338052821,0.10394026757617764,-0.21690649404783385
1.7712119081108955,1.3427955175751727,-0.9780596498044408,0.8676985916648767,-0.14335847669991642,-0.8275889734669516,0.6472723248775256,-0.05229136808360731
1.4362249442150092,1.153934179537521,-0.7927545198936898,0.2187291908845661,-0.39128660514869706,-0.5595296216109257,0.5554838505479212,0.8927206745928725
0.857546670861997,0.44525723989111565,-0.7552904558586705,0.6075473136272789,-0.3692727023629822,-0.8642001992798762,0.2667434435325659,0.1700511871054035
0.44106242121788347,0.2034620975273294,-0.7065595597325386,0.1504361916287018,-0.12717069415748727,-0.88063417979964,0.08309585853851958,0.2617112501153989
