X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2795439362620999,0.47001646360149313,0.2926223405440334,0.37073723854934315,0.36785449150042826,0.3728150945713052,0.3626707476056523,0.41937089950083684,0.38204193988445856,0.4801832752883626
0.5699969374949394,0.7423809067544028,0.6750273938820267,0.6745912503884743,0.464423438565595,0.6386998050618491,0.5334097504600306,0.5876584547071031,0.7391620587311949,0.7915804645356349
1.0489870900296918,0.8630221713866246,0.9497472996604264,0.6783298988762313,0.556401085176014,0.8067048089042668,0.7093880396132828,0.8150488798965683,0.7582373247399816,0.9460848961262083
1.3065785005881811,1.5744860254064963,1.5767687130533399,0.7607916913929402,0.9164390858754523,0.6968705132111301,0.8881756387798749,1.082734901031574,0.8949441487768457,1.1200969971852417
1.55233075943208,1.8067950219491724,1.8705810647994223,0.9728580430388665,1.0758699488933638,0.9748993708557849,1.1203813400181053,1.1262374747064041,1.2705437418321375,1.2898631344355191
1.6649117331040604,2.086480256696582,2.1586145868076616,1.2689436835876173,1.2617608256158896,1.2113610691157088,1.0880426888345651,1.094152010443551,1.30600439728879,1.467762751412327
1.522158436856182,1.99326187505517,2.304055916347385,1.2982334062411938,1.447895589713473,1.3547135192454731,1.4109879847733795,1.5757191339420307,1.2508181876230078,1.335117682548813
1.2997924064294994,1.8377469014368648,2.0783056961020185,1.2958489251866168,1.4823271705304546,1.3416941239726436,1.5248517872096718,1.5081310329462951,1.58590150633006,1.5741269389031922
0.9028320910069983,1.7914695639551261,1.9483609641433857,1.1687235091153583,1.276927344488544,1.354740996185198,1.3688979654005506,1.3611965119818952,1.6324846539393065,1.7222253270089156
0.724683527318889,1.2720109838767348,1.4095629305285327,1.0595418800866518,1.3081226494216742,1.1706479808480392,1.3383119447205734,1.5487811149800175,1.6456712272495801,1.7039038029049276
0.5399865236771335,1.2264466500822593,1.039863643804288,0.9097195846437323,1.0474504139028888,0.9628790202825019,1.1864104145930248,1.2283906745756612,1.518391241239819,1.783797032766564
-0.33967729264286844,0.9469944759916804,1.1155662829645983,0.9641589141066653,0.8282095936531491,0.9763013009947317,0.8206493578165537,1.0185637085258419,1.414706475360401,1.4788552422900478
-0.9548273521713904,0.16194923926821642,0.09365847594951926,0.8473801370708325,0.8654948692235467,0.7586904169659703,0.74528404873065,1.2755453372789325,1.215677761712303,1.5142696137976266
-1.5011542474900526,-0.5176091721372817,-0.5401867524433428,0.40523066776944616,0.37038827217760917,0.3949690438637991,0.5514019704539687,1.0942538505944504,1.11630788157666,1.4087322000035127
-1.6178858737675645,-1.056661368115848,-1.25941559086618,0.08576684647479965,0.22414485289825944,0.21561044063237306,0.213279734219141,0.8911886684996013,0.8483052462396008,1.3846983338064391
-1.9722454646020933,-1.380200425820281,-1.4177151412613869,-0.007498572767530021,-0.06720916438355662,-0.09355552633732328,-0.1018517292398316,0.5045797133063189,0.6725751305618108,1.1242993418942455
-1.8555239639599075,-1.7344453007124896,-1.6281961034352306,-0.16918189583462245,-0.2681542931855591,-0.08794180275128877,-0.1562893822875453,0.4044319177895943,0.2748408426766332,0.9077428731952789
-1.8303205580477129,-1.4854980884451083,-1.5680188944064772,-0.3781053311806952,-0.3257013594903117,-0.21996839537693874,-0.1878391763205518,0.24278276879974992,0.15288585738150673,0.6509229931406297
-1.1905565556386777,-1.5152002854760083,-1.643220020328543,-0.22418792832382312,-0.3309066870071266,-0.29024273843390486,-0.21989313371203756,0.13715152125046215,0.057908799366276076,0.582525398037442
-0.6316640482329209,-0.8886223131418116,-0.8703189070771457,-0.16078048399934264,-0.30202844714768723,-0.25178894580479994,-0.23920800857203628,0.15684641281381978,0.12506841004743388,0.44958606240223475
0.1349141349282161,-0.26737633065573724,-0.22091148272750738,0.10709635444814397,-0.05379660449424978,0.017245590341809114,-0.005526947092969081,0.13578354768294149,0.1839491888500679,0.4854018139326738
0.9231237930605156,0.41682213426031456,0.5279852128201519,0.22705955582375448,0.3412999660486655,0.2536079200585911,0.36776608200338373,0.46623334094900765,0.2988267982645732,0.5333666411527533
1.316575703933353,1.3510823615723204,1.2028337497646753,0.43822441831557296,0.7093950327276832,0.5028196697813407,0.5895581933567695,0.6288090639031352,0.6216433092315186,0.7023832603946116
1.6532732321871415,1.8512479175559333,1.7052335013949453,0.9942167549803478,0.986925954011256,1.0655403570637834,0.9274063725321482,0.8702954849348876,0.9606802084955643,0.8986462732954215
1.5983159317401165,2.1973559123081357,2.06813990473341,1.2695286673812154,1.0735050864392666,1.1597578654058487,1.1147294995231025,1.2495570356626327,1.129324162593065,1.090893846449337
1.7588563815141998,2.1592427650987998,2.1771538322326127,1.3772237957324125,1.3920418003985473,1.2471880217907678,1.314176524841559,1.4020325560161877,1.4121299298981298,1.3839155638258216
1.735029696054843,2.1415288689569922,2.340634446304996,1.4319735381685297,1.3771325674938466,1.3735620274727942,1.3964894204262996,1.6335214363763364,1.5408423636480424,1.692023107511377
1.449545146710175,2.2986596862170163,2.233661344031953,1.4045327189330012,1.269873319407734,1.3096364234026656,1.5037698657220275,1.579310094425273,1.7266485524151665,1.656749798390607
0.8535724476734464,1.8738323445735043,1.9479630561348247,1.2750437311725988,1.4913300257888662,1.3517659281304766,1.4277576479005596,1.4517704947729873,1.7223719195135394,1.887581994934074
0.46407717998429593,1.2400166860178816,1.3011077966873503,1.0953357860965296,1.329807123919173,1.2382338435933533,1.3888712300008497,1.4283206745647246,1.8030049328593771,1.9365158921397732
-0.3831053952222605,0.9229589233225508,0.9230517909300102,1.0701973866499046,0.9459968946006168,1.0363303956349483,1.0990337060451565,1.5525154725719175,1.5197815453805679,1.8039133373485476
-0.8469186414761171,0.0030660337085664513,0.19241175374482689,0.6216454655673095,0.7020762941147619,0.7540833358511969,0.9441505322738504,1.4241203255546644,1.212881910572985,1.691697391243909
-1.188624658424219,-0.41691382631478485,-0.4478617159841678,0.33334754005657774,0.4137885876333583,0.5585722537084469,0.527770195719386,1.074100565819097,1.1043653349025617,1.690955501931203
-1.977509573991015,-0.7521170015631291,-0.7510415506223613,0.13669971279612272,0.11047958930123855,0.18766808755383255,0.1553239472394087,0.8768922726643609,0.891768448778389,1.5037841838886903
-1.9219024231429465,-1.7026313719220076,-1.6054742276876572,-0.011780920375294657,-0.05252412216274163,0.06381629560980623,0.1981008934359323,0.564603652656529,0.6310415080813566,1.1967971455380013
-1.7302740275829436,-1.6543433663311897,-1.5988578456012523,-0.4069711330766234,-0.3773597733990022,-0.4106301334313825,-0.3018141765368351,0.3341801173761629,0.5048486666851019,0.8877695270873927
